Arquivo,Deputado,Autor,Assunto,Data_Criacao,Data_Moficacao 
ESB 2 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Gorete Pereira,wlamir,,D:20170418083556-07'00',D:20170418083556-07'00'
ESB 3 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Gorete Pereira,wlamir,,D:20170418083604-07'00',D:20170418083604-07'00'
ESB 4 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Gorete Pereira,wlamir,,D:20170418083613-07'00',D:20170418083613-07'00'
ESB 5 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Gorete Pereira,wlamir,,D:20170418083621-07'00',D:20170418083621-07'00'
ESB 6 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Gorete Pereira,André Augusto Sak,,D:20170418083629-07'00',D:20170418083629-07'00'
ESB 7 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Gorete Pereira,wlamir,,D:20170418083638-07'00',D:20170418083638-07'00'
ESB 8 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Gorete Pereira,wlamir,,D:20170418083646-07'00',D:20170418083646-07'00'
ESB 9 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Gorete Pereira,wlamir,,D:20170418092504-07'00',D:20170418092504-07'00'
ESB 10 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Gorete Pereira,wlamir,,D:20170418092512-07'00',D:20170418092512-07'00'
ESB 11 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Gorete Pereira,wlamir,,D:20170418092520-07'00',D:20170418092520-07'00'
ESB 12 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Gorete Pereira,wlamir,,D:20170418092529-07'00',D:20170418092529-07'00'
ESB 13 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Benedita da Silva,Ivanete de Araujo Costa,EMD ADI - Emenda Aditiva,D:20170418120756-07'00',D:20170418120756-07'00'
ESB 14 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Benedita da Silva,Ivanete de Araujo Costa,EMD ADI - Emenda Aditiva,D:20170418120528-07'00',D:20170418120528-07'00'
ESB 15 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Benedita da Silva,Ivanete de Araujo Costa,EMD ADI - Emenda Aditiva,D:20170418120601-07'00',D:20170418120601-07'00'
ESB 16 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Benedita da Silva,Ivanete de Araujo Costa,EMD ADI - Emenda Aditiva,D:20170418121816-07'00',D:20170418121816-07'00'
ESB 17 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Benedita da Silva,Ivanete de Araujo Costa,EMD ADI - Emenda Aditiva,D:20170418122515-07'00',D:20170418122515-07'00'
ESB 18 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Benedita da Silva,Ivanete de Araujo Costa,EMD ADI - Emenda Aditiva,D:20170418122540-07'00',D:20170418122540-07'00'
ESB 19 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Benedita da Silva,Ivanete de Araujo Costa,EMD ADI - Emenda Aditiva,D:20170418122658-07'00',D:20170418122658-07'00'
ESB 20 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Benedita da Silva,Ivanete de Araujo Costa,EMD ADI - Emenda Aditiva,D:20170418122910-07'00',D:20170418122910-07'00'
ESB 21 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,ADAS Graziella Garnero,,D:20170418124509-07'00',D:20170418124509-07'00'
ESB 22 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,,,D:20170418124806-07'00',D:20170418124806-07'00'
ESB 23 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,,,D:20170418131713-07'00',D:20170418131713-07'00'
ESB 24 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,,,D:20170418131721-07'00',D:20170418131721-07'00'
ESB 25 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,,,D:20170418131737-07'00',D:20170418131737-07'00'
ESB 26 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,,,D:20170418131802-07'00',D:20170418131802-07'00'
ESB 27 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,,,D:20170418131850-07'00',D:20170418131850-07'00'
ESB 28 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,,,D:20170418131858-07'00',D:20170418131858-07'00'
ESB 29 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Assis Melo,Roberto,,D:20170418132556-07'00',D:20170418132556-07'00'
ESB 30 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Gorete Pereira,André Augusto Sak,,D:20170418132728-07'00',D:20170418132728-07'00'
ESB 31 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Gorete Pereira,wlamir,,D:20170418132939-07'00',D:20170418132939-07'00'
ESB 32 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Gorete Pereira,André Augusto Sak,,D:20170418133558-07'00',D:20170418133558-07'00'
ESB 33 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Gorete Pereira,André Augusto Sak,,D:20170418133620-07'00',D:20170418133620-07'00'
ESB 34 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Gorete Pereira,André Augusto Sak,,D:20170418133646-07'00',D:20170418133646-07'00'
ESB 35 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Paes Landim,Iraciara Souza,,D:20170418133935-07'00',D:20170418133935-07'00'
ESB 36 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Paes Landim,Iraciara Souza,,D:20170418134536-07'00',D:20170418134536-07'00'
ESB 37 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Paes Landim,Iraciara Souza,,D:20170418134545-07'00',D:20170418134545-07'00'
ESB 38 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Paes Landim,Iraciara Souza,,D:20170418143556-07'00',D:20170418143556-07'00'
ESB 39 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Orlando Silva,User,,D:20170418144656-07'00',D:20170418144656-07'00'
ESB 40 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Orlando Silva,User,,D:20170418150759-07'00',D:20170418150759-07'00'
ESB 41 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Orlando Silva,User,,D:20170418150905-07'00',D:20170418150905-07'00'
ESB 42 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Orlando Silva,User,,D:20170418151511-07'00',D:20170418151511-07'00'
ESB 43 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Volia Cassar,,D:20170418151503-07'00',D:20170418151503-07'00'
ESB 44 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Volia Cassar,,D:20170418153557-07'00',D:20170418153557-07'00'
ESB 45 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Volia Cassar,,D:20170418152109-07'00',D:20170418152109-07'00'
ESB 46 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Volia Cassar,,D:20170418153615-07'00',D:20170418153615-07'00'
ESB 47 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Volia Cassar,,D:20170418153650-07'00',D:20170418153650-07'00'
ESB 48 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Volia Cassar,,D:20170418153707-07'00',D:20170418153707-07'00'
ESB 49 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Volia Cassar,,D:20170418153724-07'00',D:20170418153724-07'00'
ESB 50 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Volia Cassar,,D:20170418153840-07'00',D:20170418153840-07'00'
ESB 51 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,MOD.CONLE.ST 2593/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170418153957-07'00',D:20170418153957-07'00'
ESB 52 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Volia Cassar,,D:20170418154549-07'00',D:20170418154549-07'00'
ESB 53 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Volia Cassar,,D:20170418154629-07'00',D:20170418154629-07'00'
ESB 54 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Volia Cassar,,D:20170418154837-07'00',D:20170418154837-07'00'
ESB 55 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Volia Cassar,,D:20170418155549-07'00',D:20170418155549-07'00'
ESB 56 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,MOD.CONLE.ST 2593/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170418155732-07'00',D:20170418155732-07'00'
ESB 57 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Volia Cassar,,D:20170418155934-07'00',D:20170418155934-07'00'
ESB 58 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Volia Cassar,,D:20170418160542-07'00',D:20170418160542-07'00'
ESB 59 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,MOD.CONLE.ST 2593/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170418160551-07'00',D:20170418160551-07'00'
ESB 60 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,MOD.CONLE.ST 2593/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170418160831-07'00',D:20170418160831-07'00'
ESB 61 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Volia Cassar,,D:20170418161341-07'00',D:20170418161341-07'00'
ESB 62 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,MOD.CONLE.ST 2593/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170418161538-07'00',D:20170418161538-07'00'
ESB 63 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Volia Cassar,,D:20170418161827-07'00',D:20170418161827-07'00'
ESB 64 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Volia Cassar,,D:20170418161931-07'00',D:20170418161931-07'00'
ESB 65 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Volia Cassar,,D:20170418162618-07'00',D:20170418162618-07'00'
ESB 66 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Volia Cassar,,D:20170418162541-07'00',D:20170418162541-07'00'
ESB 67 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Volia Cassar,,D:20170418162550-07'00',D:20170418162550-07'00'
ESB 68 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Volia Cassar,,D:20170418162715-07'00',D:20170418162715-07'00'
ESB 69 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,MOD.CONLE.ST 2593/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170418162924-07'00',D:20170418162924-07'00'
ESB 70 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,MOD.CONLE.ST 2593/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170418163514-07'00',D:20170418163514-07'00'
ESB 71 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Volia Cassar,,D:20170418163701-07'00',D:20170418163701-07'00'
ESB 72 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Volia Cassar,,D:20170418163802-07'00',D:20170418163802-07'00'
ESB 73 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Volia Cassar,,D:20170418164551-07'00',D:20170418164551-07'00'
ESB 74 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,MOD.CONLE.ST 2593/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170418164559-07'00',D:20170418164559-07'00'
ESB 75 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Volia Cassar,,D:20170418164531-07'00',D:20170418164531-07'00'
ESB 76 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,MOD.CONLE.ST 2593/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170418170001-07'00',D:20170418170001-07'00'
ESB 77 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,MOD.CONLE.ST 2593/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170419071608-07'00',D:20170419071608-07'00'
ESB 78 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,MOD.CONLE.ST 2593/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170419071849-07'00',D:20170419071849-07'00'
ESB 79 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,MOD.CONLE.ST 2593/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170419072821-07'00',D:20170419072821-07'00'
ESB 80 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,MOD.CONLE.ST 2593/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170419072609-07'00',D:20170419072609-07'00'
ESB 81 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,MOD.CONLE.ST 2593/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170419072737-07'00',D:20170419072737-07'00'
ESB 82 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Volia Cassar,,D:20170419073556-07'00',D:20170419073556-07'00'
ESB 83 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,MOD.CONLE.ST 2593/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170419073613-07'00',D:20170419073613-07'00'
ESB 84 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Volia Cassar,,D:20170419073901-07'00',D:20170419073901-07'00'
ESB 85 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,MOD.CONLE.ST 2593/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170419074502-07'00',D:20170419074502-07'00'
ESB 86 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,MOD.CONLE.ST 2593/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170419074510-07'00',D:20170419074510-07'00'
ESB 87 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Volia Cassar,,D:20170419075635-07'00',D:20170419075635-07'00'
ESB 88 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,MOD.CONLE.ST 2593/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170425072654-07'00',D:20170425072654-07'00'
ESB 89 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Antonio Bulhões,,,D:20170419080557-07'00',D:20170419080557-07'00'
ESB 90 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Antonio Bulhões,,,D:20170419081558-07'00',D:20170419081558-07'00'
ESB 91 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Antonio Bulhões,Iraciara Souza,,D:20170419082812-07'00',D:20170419082812-07'00'
ESB 92 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Antonio Bulhões,Iraciara Souza,,D:20170419100023-07'00',D:20170419100023-07'00'
ESB 93 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Antonio Bulhões,Iraciara Souza,,D:20170419101607-07'00',D:20170419101607-07'00'
ESB 94 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Antonio Bulhões,Iraciara Souza,,D:20170419101615-07'00',D:20170419101615-07'00'
ESB 95 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,Amanda Galvão Ferreira Tabosa,,D:20170419101640-07'00',D:20170419101640-07'00'
ESB 96 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,Amanda Galvão Ferreira Tabosa,,D:20170419101656-07'00',D:20170419101656-07'00'
ESB 97 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,Amanda Galvão Ferreira Tabosa,,D:20170419101704-07'00',D:20170419101704-07'00'
ESB 98 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,Amanda Galvão Ferreira Tabosa,,D:20170419101712-07'00',D:20170419101712-07'00'
ESB 99 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,Amanda Galvão Ferreira Tabosa,,D:20170419101750-07'00',D:20170419101750-07'00'
ESB 100 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,Amanda Galvão Ferreira Tabosa,,D:20170419101856-07'00',D:20170419101856-07'00'
ESB 101 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,Amanda Galvão Ferreira Tabosa,,D:20170419101956-07'00',D:20170419101956-07'00'
ESB 102 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,Amanda Galvão Ferreira Tabosa,,D:20170419102208-07'00',D:20170419102208-07'00'
ESB 103 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,Amanda Galvão Ferreira Tabosa,,D:20170419102314-07'00',D:20170419102314-07'00'
ESB 104 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,Amanda Galvão Ferreira Tabosa,,D:20170419102421-07'00',D:20170419102421-07'00'
ESB 105 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,Amanda Galvão Ferreira Tabosa,,D:20170419102842-07'00',D:20170419102842-07'00'
ESB 106 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,Amanda Galvão Ferreira Tabosa,,D:20170419103759-07'00',D:20170419103759-07'00'
ESB 107 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,Amanda Galvão Ferreira Tabosa,,D:20170419103558-07'00',D:20170419103558-07'00'
ESB 108 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,Amanda Galvão Ferreira Tabosa,,D:20170419103607-07'00',D:20170419103607-07'00'
ESB 109 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,Amanda Galvão Ferreira Tabosa,,D:20170419103634-07'00',D:20170419103634-07'00'
ESB 110 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,Amanda Galvão Ferreira Tabosa,,D:20170419103746-07'00',D:20170419103746-07'00'
ESB 111 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,Amanda Galvão Ferreira Tabosa,,D:20170419103849-07'00',D:20170419103849-07'00'
ESB 112 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,Amanda Galvão Ferreira Tabosa,,D:20170419103957-07'00',D:20170419103957-07'00'
ESB 113 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,Amanda Galvão Ferreira Tabosa,,D:20170419104608-07'00',D:20170419104608-07'00'
ESB 114 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,Amanda Galvão Ferreira Tabosa,,D:20170419104624-07'00',D:20170419104624-07'00'
ESB 115 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,Amanda Galvão Ferreira Tabosa,,D:20170419110659-07'00',D:20170419110659-07'00'
ESB 116 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,Amanda Galvão Ferreira Tabosa,,D:20170419110707-07'00',D:20170419110707-07'00'
ESB 117 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,Amanda Galvão Ferreira Tabosa,,D:20170419110723-07'00',D:20170419110723-07'00'
ESB 118 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,Amanda Galvão Ferreira Tabosa,,D:20170419110731-07'00',D:20170419110731-07'00'
ESB 119 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,Amanda Galvão Ferreira Tabosa,,D:20170419110756-07'00',D:20170419110756-07'00'
ESB 120 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Arnaldo Jordy,Prodasen,,D:20170419110830-07'00',D:20170419110830-07'00'
ESB 121 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Arnaldo Jordy,Prodasen,,D:20170419110847-07'00',D:20170419110847-07'00'
ESB 122 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Arnaldo Jordy,Prodasen,,D:20170419110855-07'00',D:20170419110855-07'00'
ESB 123 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Arnaldo Jordy,Prodasen,,D:20170419110927-07'00',D:20170419110927-07'00'
ESB 124 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Arnaldo Jordy,Prodasen,,D:20170419111000-07'00',D:20170419111000-07'00'
ESB 125 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Arnaldo Jordy,Prodasen,,D:20170419111017-07'00',D:20170419111017-07'00'
ESB 126 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Arnaldo Jordy,Prodasen,,D:20170419111025-07'00',D:20170419111025-07'00'
ESB 127 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Arnaldo Jordy,Prodasen,,D:20170419111041-07'00',D:20170419111041-07'00'
ESB 128 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Arnaldo Jordy,Prodasen,,D:20170419113640-07'00',D:20170419113640-07'00'
ESB 129 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Arnaldo Jordy,Prodasen,,D:20170419123547-07'00',D:20170419123547-07'00'
ESB 130 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Arnaldo Jordy,Prodasen,,D:20170419123534-07'00',D:20170419123534-07'00'
ESB 131 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Arnaldo Jordy,Prodasen,,D:20170419123908-07'00',D:20170419123908-07'00'
ESB 132 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Arnaldo Jordy,Prodasen,,D:20170419123917-07'00',D:20170419123917-07'00'
ESB 133 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Arnaldo Jordy,Prodasen,,D:20170419124522-07'00',D:20170419124522-07'00'
ESB 134 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Arnaldo Jordy,Prodasen,,D:20170419124539-07'00',D:20170419124539-07'00'
ESB 135 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Arnaldo Jordy,Prodasen,,D:20170419124547-07'00',D:20170419124547-07'00'
ESB 136 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Arnaldo Jordy,Prodasen,,D:20170419125538-07'00',D:20170419125538-07'00'
ESB 137 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Arnaldo Jordy,Prodasen,,D:20170419125525-07'00',D:20170419125525-07'00'
ESB 138 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Arnaldo Jordy,Prodasen,,D:20170419125534-07'00',D:20170419125534-07'00'
ESB 139 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Roberto Sales,Josué dos Santos Silva,,D:20170424063548-07'00',D:20170424063548-07'00'
ESB 140 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Gorete Pereira,wlamir,,D:20170424070302-07'00',D:20170424070302-07'00'
ESB 141 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Gorete Pereira,wlamir,,D:20170424070311-07'00',D:20170424070311-07'00'
ESB 142 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Gorete Pereira,wlamir,,D:20170424070320-07'00',D:20170424070320-07'00'
ESB 143 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Gorete Pereira,wlamir,,D:20170424070330-07'00',D:20170424070330-07'00'
ESB 144 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Gorete Pereira,wlamir,,D:20170424070339-07'00',D:20170424070339-07'00'
ESB 145 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Gorete Pereira,wlamir,,D:20170424070357-07'00',D:20170424070357-07'00'
ESB 146 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Gorete Pereira,wlamir,,D:20170424070406-07'00',D:20170424070406-07'00'
ESB 147 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Gorete Pereira,wlamir,,D:20170424070424-07'00',D:20170424070424-07'00'
ESB 148 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Celso Maldaner,UNICAM,,D:20170424070433-07'00',D:20170424070433-07'00'
ESB 149 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Nelson Marquezelli,P_6589,,D:20170424070442-07'00',D:20170424070442-07'00'
ESB 150 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Nelson Marquezelli,P_6589,,D:20170424070452-07'00',D:20170424070452-07'00'
ESB 151 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Nelson Marquezelli,P_6589,,D:20170424070537-07'00',D:20170424070537-07'00'
ESB 152 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Nelson Marquezelli,P_6589,,D:20170424070555-07'00',D:20170424070555-07'00'
ESB 153 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Goulart,Izar,,D:20170424070613-07'00',D:20170424070613-07'00'
